merged_row_index,query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags,source_file,source_app,source_platform,male_count,female_count,total_players_from_gender,total_players_mentioned,duration_hours,difficulty,release_year,release_month,total_players,release_date,duration_bin,suspicious_want_count,usable_for_popularity_analysis
3034,送别,送别,7.6,7.5,0.0,0.0,0.0,7.7,7.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7609.0,2411.0,130,跳！大神工作室,3男3女 4.5小时 进阶 2022.11发行,架空 机制 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,11,6,2022-11-01,4-5h,False,True
3035,芳龄,芳龄,7.3,7.2,0.0,0.0,0.0,7.3,0.0,0.0,7.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2734.0,3755.0,220,万物欢喜剧制,2男4女 4.5小时 进阶 2022.06发行,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,2,4,6,,4.5,进阶,2022,6,6,2022-06-01,4-5h,False,True
3037,我喜欢黑夜的时候,我喜欢黑夜的时候,6.3,6.5,0.0,0.0,0.0,6.7,0.0,0.0,6.7,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2734.0,1090.0,134,云水瑶工作室,《我喜欢黑夜的时候》⭐️⭐️⭐️ 📖剧本类型：现代/架空/沉浸/情感 🙎🏻玩家配置：③男③女 ⏰体验时长：⑤小时 在...全文,架空 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,,,,,,,,,,,,False,True
3038,剪耳朵的人,剪耳朵的人,7.0,6.9,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.5,0.0,0,0,0,0,1.4,4672.0,254,束禾文化,4男2女 5.0小时 进阶 2021.11发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,5.0,进阶,2021,11,6,2021-11-01,4-5h,True,False
3039,神遇之夏,神遇之夏,7.2,7.3,7.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,13404.0,16150.0,1179,空想馆; 魔术师工作室,2男4女 6.0小时 进阶 2023.01发行,,miquan_ratings.csv,miquan,mobile,2,4,6,,6.0,进阶,2023,1,6,2023-01-01,5-6h,False,True
3040,未完待续,未完待续,7.0,7.1,0.0,0.0,0.0,7.1,0.0,7.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.4,1145.0,118,暴风雪工作室,3男3女 4.5小时 进阶 2022.10发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,10,6,2022-10-01,4-5h,True,False
3043,云外的丁达尔,云外的丁达尔,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,工作室有轨,人数：4男2女(可反串)类型：硬核还原科幻时长：5-6小时 体验角色：陈浩宇 刷新我世界观的本《云外的丁达尔》推理：还原：本来以为只是随意打的一个本，没想到打完之后会让我这么念念不忘！真的是我差点就错过的宝藏！本开始的破冰游戏跟故...全文,,miquan_ratings.csv,miquan,mobile,4,2,6,,6.0,,,,6,,5-6h,False,True
3044,白鹿少女在风中悲鸣,白鹿少女在风中悲鸣,7.2,7.2,0.0,6.8,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,14227.0,1116,天地之间,3男3女 6.0小时 进阶 2023.02发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,6.0,进阶,2023,2,6,2023-02-01,5-6h,True,False
3047,刁民3,刁民3,5.5,6.0,0.0,0.0,6.2,0.0,0.0,5.8,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,98.0,6420.0,171,好琦工作室,3男3女 4.5小时 进阶 2022.09发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,9,6,2022-09-01,4-5h,True,False
3048,DOG,DOG,8.1,7.9,0.0,0.0,0.0,7.5,0.0,0.0,7.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2734.0,14587.0,1189,岛屿工作室,4男2女 5.0小时 新手 2022.10发行,架空 情感 沉浸 科幻,miquan_ratings.csv,miquan,mobile,4,2,6,,5.0,新手,2022,10,6,2022-10-01,4-5h,False,True
3049,罪恶演绎,罪恶演绎,8.4,7.7,7.5,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8111.0,63087.0,4453,引力弹弓; 磁光效应,3男3女 5.0小时 新手 2023.01发行,架空 推理 欢乐 刑侦,miquan_ratings.csv,miquan,mobile,3,3,6,,5.0,新手,2023,1,6,2023-01-01,4-5h,False,True
3050,女巫请睁眼,女巫请睁眼,6.4,6.5,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,6562.0,3473.0,179,古余工作室; 久闻,3男3女 4.5小时 进阶 2023.01发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2023,1,6,2023-01-01,4-5h,False,True
3053,帝星紫微,帝星紫微,6.4,6.8,0.0,0.0,6.4,0.0,6.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9.5,11864.0,781,FB发行工作室,4男4女 6.0小时 进阶 2023.01发行,架空 机制 欢乐 权谋,miquan_ratings.csv,miquan,mobile,4,4,8,,6.0,进阶,2023,1,8,2023-01-01,5-6h,True,False
3054,匹斯泰惊游白书,匹斯泰惊游白书,5.4,5.8,6.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,33371.0,22360.0,2003,灰烬工作室,4男3女 6.5小时 高阶 2023.01发行,架空 机制 沉浸 进阶,miquan_ratings.csv,miquan,mobile,4,3,7,,6.5,高阶,2023,1,7,2023-01-01,6-8h,False,True
3055,弑镜奇闻录,弑镜奇闻录,7.6,7.2,7.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5648.0,2998.0,259,剧理力作工作室,3男3女 6.0小时 高阶 2023.01发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,6.0,高阶,2023,1,6,2023-01-01,5-6h,False,True
3056,猎罪点与线,猎罪点与线,7.5,7.3,7.4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1602.0,5955.0,281,A+剧本工作室,4男2女 5.0小时 进阶 2022.06发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,5.0,进阶,2022,6,6,2022-06-01,4-5h,False,True
3057,风林火山,风林火山,9.1,8.5,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,8.7,0,0,0,0.0,0.0,0,0,0,0,3160.0,84552.0,8808,百川望辰工作室,6男0女 7.0小时 进阶 2023.01发行,日式 机制 博弈 其他,miquan_ratings.csv,miquan,mobile,6,0,6,,7.0,进阶,2023,1,6,2023-01-01,6-8h,False,True
3058,回眸,回眸,6.5,6.7,0.0,0.0,0.0,6.7,0.0,0.0,6.7,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2734.0,1675.0,139,火车头联合工作室,3男3女 4.5小时 进阶 2022.10发行,古风 情感 沉浸 仙侠,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,10,6,2022-10-01,4-5h,False,True
3060,朗基努斯之枪,朗基努斯之枪,7.9,7.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.0,0.0,0,0,0,0,1.4,15107.0,1271,口袋发行,2男4女 6.0小时 进阶 2022.12发行,,miquan_ratings.csv,miquan,mobile,2,4,6,,6.0,进阶,2022,12,6,2022-12-01,5-6h,True,False
3062,马克西姆的悲剧,马克西姆的悲剧,6.7,6.8,6.8,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8708.0,10322.0,665,起源ORIGIN工作室,3男3女 5.0小时 高阶 2022.08发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,5.0,高阶,2022,8,6,2022-08-01,4-5h,False,True
3065,霓虹灯下,霓虹灯下,6.8,6.8,0.0,0.0,0.0,6.9,0.0,0.0,6.8,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2880.0,6787.0,392,神之剧制,3男3女 4.5小时 进阶 2023.01发行,港澳 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2023,1,6,2023-01-01,4-5h,False,True
3066,倒错的悲挽诗,倒错的悲挽诗,7.2,7.0,0.0,6.9,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5044.0,22775.0,1577,葵花工作室; 咪咕挑灯工作室,4男2女 5.5小时 高阶 2022.11发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,5.5,高阶,2022,11,6,2022-11-01,5-6h,False,True
3069,一去二三里,一去二三里,8.2,7.8,0.0,0.0,0.0,8.0,0.0,0.0,7.9,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2880.0,29048.0,2232,拾柒工作室,3男3女 4.5小时 进阶 2023.01发行,中式 情感 沉浸 乡土,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2023,1,6,2023-01-01,4-5h,False,True
3074,一花一世界,一花一世界,7.9,7.6,0.0,0.0,0.0,7.9,0.0,0.0,7.8,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,33052.0,3263,二类人生剧制,3男3女 6.5小时 进阶 2022.08发行,古风 情感 沉浸 武侠,miquan_ratings.csv,miquan,mobile,3,3,6,,6.5,进阶,2022,8,6,2022-08-01,6-8h,False,True
3075,九歌,九歌,7.1,7.1,0.0,0.0,0.0,7.5,0.0,6.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.4,1371.0,111,长庚剧制,3男3女 4.0小时 进阶 2022.07发行,古风 还原 沉浸 其他,miquan_ratings.csv,miquan,mobile,3,3,6,,4.0,进阶,2022,7,6,2022-07-01,3-4h,True,False
3076,散场,散场,7.5,7.3,0.0,0.0,0.0,7.5,0.0,0.0,7.3,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,32196.0,2133,夜归人工作室,3男3女 4.5小时 新手 2023.01发行,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,新手,2023,1,6,2023-01-01,4-5h,False,True
3078,鲜衣怒马时少年,鲜衣怒马时少年,8.5,8.1,0.0,0.0,0.0,7.7,8.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3161.0,63524.0,4262,九有出品; FB发行工作室,4男4女 6.5小时 进阶 2022.06发行,古风 机制 博弈 宫廷,miquan_ratings.csv,miquan,mobile,4,4,8,,6.5,进阶,2022,6,8,2022-06-01,6-8h,False,True
3080,二月十五夜风雨大作,二月十五夜风雨大作,7.2,7.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.0,0.0,0,0,0,0,1.4,667.0,66,LARP原创工作室,3男3女 4.5小时 进阶 2022.09发行,架空 推理 立意 武侠,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,9,6,2022-09-01,4-5h,True,False
3082,迢迢,迢迢,8.0,7.9,0.0,0.0,0.0,7.8,0.0,0.0,7.7,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,6740.0,441,臭猴子工作室; 博卡拉,3男3女 5.5小时 进阶 2023.01发行,架空 情感 沉浸 家国,miquan_ratings.csv,miquan,mobile,3,3,6,,5.5,进阶,2023,1,6,2023-01-01,5-6h,False,True
3083,落日之城,落日之城,8.4,8.0,0.0,0.0,0.0,8.1,0.0,0.0,7.8,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,32687.0,3179,折子戏工作室,3男3女 5.0小时 进阶 2022.10发行,未来 情感 沉浸 科幻,miquan_ratings.csv,miquan,mobile,3,3,6,,5.0,进阶,2022,10,6,2022-10-01,4-5h,False,True
3084,慢慢又漫漫2搁浅,慢慢又漫漫2搁浅,8.0,7.6,0.0,0.0,0.0,7.9,0.0,0.0,7.9,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,20399.0,1407,棋飞翔,3男3女 5.0小时 进阶 2023.01发行,架空 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,5.0,进阶,2023,1,6,2023-01-01,4-5h,False,True
3085,杀死一只泰迪熊,杀死一只泰迪熊,6.3,6.7,6.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9429.0,6984.0,376,久闻,3男3女 4.5小时 进阶 2022.12发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,12,6,2022-12-01,4-5h,False,True
3088,水镜出版社,水镜出版社,7.8,7.5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,10716.0,11920.0,611,水镜出品,【水镜出版社】城限／推理／还原／惊悚／本格 【角色／时长】阿祖／5-6小时 【人数配置】5男3女／可反串 【推荐角色】无边缘位，阿祖属于体验感比较好的角色位，胆小勿选。 【选店建议】开本难度大，对店家要求高，一定...全文,,miquan_ratings.csv,miquan,mobile,5,3,8,,6.0,,,,8,,5-6h,False,True
3092,死亡笔记,死亡笔记,6.7,6.7,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11.3,1153.0,124,北辰工作室,《死亡笔记》 人数：6人本三男三女 时长：两个半小时 类型：新手推理还原 这本纯纯流水线产物，一点也不日式的日式推理还原本。总体感觉像是《山河故人》➕《记忆碎片》揉合低配...全文,,miquan_ratings.csv,miquan,mobile,3,3,6,6,,新手,,,6,,,True,False
3094,离婚吧赶紧的,离婚吧赶紧的,5.5,5.8,0.0,0.0,6.8,0.0,5.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9.5,163330.0,11013,嗷嗷原创,4男4女 4.0小时 新手 2022.12发行,中式 机制 欢乐 都市,miquan_ratings.csv,miquan,mobile,4,4,8,,4.0,新手,2022,12,8,2022-12-01,3-4h,True,False
3095,风吹麦浪,风吹麦浪,7.4,7.5,7.2,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,15154.0,27442.0,2183,浮生梦文创,3男3女 5.5小时 进阶 2023.01发行,日式 推理 其他 校园,miquan_ratings.csv,miquan,mobile,3,3,6,,5.5,进阶,2023,1,6,2023-01-01,5-6h,False,True
3101,假如天堂有假期,假如天堂有假期,7.0,6.8,0.0,0.0,0.0,7.1,0.0,0.0,7.1,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,45218.0,2167,海上仙山; 可疑的宣发工作室,3男3女 4.0小时 新手 2023.02发行,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.0,新手,2023,2,6,2023-02-01,3-4h,False,True
3102,满船明月从此去,满船明月从此去,6.6,6.6,0.0,0.0,0.0,6.8,0.0,0.0,0.0,6.8,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,2002.0,124,小重山剧制,3男3女 4.5小时 进阶 2021.12发行,古风 情感 演绎 武侠,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2021,12,6,2021-12-01,4-5h,False,True
3105,头颅们的失眠夜,头颅们的失眠夜,8.7,8.3,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,113457.0,177417.0,22063,慢热TUO,3男3女 6.0小时 高阶 2022.11发行,日式 推理 惊悚 怪谈,miquan_ratings.csv,miquan,mobile,3,3,6,,6.0,高阶,2022,11,6,2022-11-01,5-6h,False,True
3106,见习恶魔,见习恶魔,7.4,6.0,0.0,0.0,7.2,0.0,7.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3161.0,19591.0,1305,奇闻当铺工作室,4男4女 6.0小时 进阶 2022.08发行,,miquan_ratings.csv,miquan,mobile,4,4,8,,6.0,进阶,2022,8,8,2022-08-01,5-6h,False,True
3107,我好喜欢你,我好喜欢你,5.9,6.3,0.0,0.0,0.0,6.3,0.0,0.0,6.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,470.0,68,零屿工作室,3男3女 4.5小时 进阶 2022.07发行,现代 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,7,6,2022-07-01,4-5h,False,True
3108,藏木于林,藏木于林,7.9,7.5,0.0,7.2,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5044.0,23148.0,1813,常杀人工作室; 猫又集,4男2女 6.0小时 高阶 2022.10发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,6.0,高阶,2022,10,6,2022-10-01,5-6h,False,True
3110,击坠神明之夜,击坠神明之夜,7.8,7.6,0.0,0.0,0.0,0.0,0.0,7.1,7.4,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.4,3752.0,172,一闪工作室,"第99本 时长：6.5小时 配置：4男2女 绝对的宝藏剧本,近期打过的最佳还原本。 故事以中世纪欧洲的黑暗历史为框架,将真实的历史事件和历史人物进行原创解构,赋予那段略显枯躁的历史更...全文",,miquan_ratings.csv,miquan,mobile,4,2,6,,6.5,,,,6,,6-8h,True,False
3113,我们的故事说来话长,我们的故事说来话长,6.0,6.2,0.0,0.0,0.0,6.4,0.0,0.0,6.4,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,15368.0,633,东跑西颠工作室; 小火龙工作室,3男3女 4.0小时 新手 2022.11发行,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.0,新手,2022,11,6,2022-11-01,3-4h,False,True
3116,白熊,白熊,6.2,6.5,6.4,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,8844.0,99,十月剧本工作室,3男3女 4.0小时 进阶 2021.01发行,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.0,进阶,2021,1,6,2021-01-01,3-4h,False,True
3117,灵猫少年神探团,灵猫少年神探团,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,0.0,0,剧美优品出版社,3男2女 5.5小时 进阶 2022.12发行,架空 推理 沉浸 校园,miquan_ratings.csv,miquan,mobile,3,2,5,,5.5,进阶,2022,12,5,2022-12-01,5-6h,True,False
3118,空想之笼,空想之笼,8.3,7.5,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,0,0.0,0.0,0,0,0,0,30350.0,37626.0,3293,空想馆; 妄想剧场工作室,5男2女 6.5小时 进阶 2022.09发行,,miquan_ratings.csv,miquan,mobile,5,2,7,,6.5,进阶,2022,9,7,2022-09-01,6-8h,False,True
3121,重楼,重楼,8.1,7.4,0.0,0.0,7.7,0.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3161.0,31871.0,2689,久见文化,4男3女 6.0小时 进阶 2022.11发行,,miquan_ratings.csv,miquan,mobile,4,3,7,,6.0,进阶,2022,11,7,2022-11-01,5-6h,False,True
3123,十三梦,十三梦,7.0,6.9,0.0,0.0,0.0,7.2,0.0,0.0,0.0,7.2,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,9201.0,668,青岚戏探,3男3女 4.5小时 进阶 2022.11发行,古风 情感 演绎 仙侠,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,11,6,2022-11-01,4-5h,False,True
3124,昊天,昊天,6.8,6.9,0.0,0.0,0.0,6.9,0.0,0.0,0.0,7.2,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,1369.0,49,猫又集,3男3女 4.5小时 进阶 2021.10发行,古风 情感 演绎 仙侠,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2021,10,6,2021-10-01,4-5h,False,True
3125,案件再演,案件再演,7.6,7.1,7.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8321.0,60177.0,2313,A+剧本工作室,3男3女 5.0小时 进阶 2022.10发行,架空 推理 欢乐 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,5.0,进阶,2022,10,6,2022-10-01,4-5h,False,True
3127,娜娜,娜娜,6.7,7.1,6.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,13931.0,10517.0,725,就是玩工作室,4男2女 4.5小时 进阶 2022.08发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,4.5,进阶,2022,8,6,2022-08-01,4-5h,False,True
3128,匆匆那年,匆匆那年,6.8,6.5,6.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,11277.0,184,FB发行工作室,3男3女 4.5小时 进阶 2021.05发行,中式 情感 沉浸 校园,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2021,5,6,2021-05-01,4-5h,False,True
3129,一品红棺,一品红棺,7.7,7.3,0.0,0.0,0.0,7.2,0.0,0.0,0.0,7.5,0.0,0,0,0,0.0,0.0,0,0,0,0,2898.0,11021.0,184,奶凶奶凶剧本工作室,4男2女 4.0小时 进阶 2021.01发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,4.0,进阶,2021,1,6,2021-01-01,3-4h,False,True
3130,少年的你,少年的你,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,XY侦探工作室,4男2女 4.0小时 进阶,,miquan_ratings.csv,miquan,mobile,4,2,6,,4.0,进阶,,,6,,3-4h,False,True
3131,无间冬夏,无间冬夏,8.6,8.2,0.0,0.0,0.0,8.2,8.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5.4,43244.0,3180,山海间工作室,3男3女 5.5小时 进阶 2022.11发行,中式 机制 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,5.5,进阶,2022,11,6,2022-11-01,5-6h,True,False
3133,从前有座玄离山,从前有座玄离山,6.4,6.6,5.9,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8321.0,13447.0,267,大事件档案馆,4男3女 4.0小时 进阶 2021.05发行,架空 推理 欢乐 玄幻,miquan_ratings.csv,miquan,mobile,4,3,7,,4.0,进阶,2021,5,7,2021-05-01,3-4h,False,True
3134,医学院诡谈,医学院诡谈,7.4,7.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9377.0,24284.0,1313,墨鱼推理工作室,3男3女 5.5小时 进阶 2022.10发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,5.5,进阶,2022,10,6,2022-10-01,5-6h,False,True
3135,校忌,校忌,6.0,6.1,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,6.7,0,0,0,0.0,0.0,0,0,0,0,6090.0,14163.0,582,嗷嗷原创,4男4女 4.5小时 进阶 2022.10发行,,miquan_ratings.csv,miquan,mobile,4,4,8,,4.5,进阶,2022,10,8,2022-10-01,4-5h,False,True
3136,古察,古察,7.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0,0,0,7.3,0.0,0,0,0,0,2908.0,7676.0,508,呓语剧本创作,4男2女 5.0小时 进阶 2022.07发行,,miquan_ratings.csv,miquan,mobile,4,2,6,,5.0,进阶,2022,7,6,2022-07-01,4-5h,False,True
3137,人间野鬼,人间野鬼,4.4,4.8,4.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2908.0,12385.0,527,关键时刻文创,人们总说听过最多祷告的地方是医院的墙。 然而人间野鬼就是，这样一个现实题材的剧本 这是一个4男3女的盒装本，时长在5小时以内足够。 虽然这是一个情感本，但是他的推理部分做的也非...全文,架空 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,4,3,7,,5.0,,,,7,,4-5h,False,True
3138,坏小孩,坏小孩,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,0.0,0,雷梁海谋杀之谜工作室,3男3女 4.0小时 进阶,中式 推理 沉浸 校园,miquan_ratings.csv,miquan,mobile,3,3,6,,4.0,进阶,,,6,,3-4h,True,False
3140,半出好戏,半出好戏,8.2,8.0,0.0,0.0,0.0,8.2,0.0,7.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2913.0,27148.0,1862,草庐,3男3女 4.0小时 进阶 2022.08发行,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.0,进阶,2022,8,6,2022-08-01,3-4h,False,True
3142,爱人错过,爱人错过,7.4,7.2,0.0,0.0,0.0,7.4,0.0,0.0,7.3,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2913.0,14420.0,805,唯壹剧制,3男3女 4.5小时 新手,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,新手,,,6,,4-5h,False,True
3143,当海风吹过我的坟墓2,当海风吹过我的坟墓2,6.4,6.5,0.0,0.0,0.0,6.7,0.0,0.0,6.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2913.0,27861.0,1080,壹直爽,3男3女 4.5小时 新手,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,新手,,,6,,4-5h,False,True
3145,毕业快乐,毕业快乐,7.7,7.3,0.0,0.0,0.0,7.6,0.0,0.0,7.4,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2913.0,9096.0,475,七八制梦厂,2男4女 4.5小时 进阶,中式 情感 沉浸 都市,miquan_ratings.csv,miquan,mobile,2,4,6,,4.5,进阶,,,6,,4-5h,False,True
3146,第十二支玫瑰,第十二支玫瑰,7.8,7.7,6.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9712.0,20092.0,873,低空飞行,3男3女 4.5小时 进阶,,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,,,6,,4-5h,False,True
3147,无人区玫瑰,无人区玫瑰,7.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0,0,0,0.0,0.0,0,0,0,0,16312.0,10643.0,652,扶摇梦,3男3女 4.5小时 进阶 2022.06发行,,miquan_ratings.csv,miquan,mobile,3,3,6,,4.5,进阶,2022,6,6,2022-06-01,4-5h,False,True
3148,吾自齐天,吾自齐天,7.3,6.9,0.0,0.0,0.0,6.6,0.0,0.0,0.0,6.7,0.0,0,0,0,0.0,0.0,0,0,0,0,2913.0,7341.0,243,翰林院工作室,3男3女 5.0小时 进阶 2021.10发行,古风 情感 演绎 神话,miquan_ratings.csv,miquan,mobile,3,3,6,,5.0,进阶,2021,10,6,2021-10-01,4-5h,False,True
